RawMaterial,Description,Manufactur,ManufacturPN,QPA,Vendor#,Vendor name,LeadTime,Usage,FinishedGood
01106088-AL1,PCB FR4 4L 2P X1312 Fender LH Rev:05,,,1,,,121,100,6971-0009-05
01106088-AL1 1,PCB FR4 4L 2P X1312 Fender LH Rev:05,RAYBEN,39000EA,1,12529,Rayben technologies (HK) limited,121,100,6971-0009-05
01106088-AL1 2,PCB FR4 4L 2P X1312 Fender LH Rev:05,ONPRESS,S00432062BTA0,1,12449,Onpress PCB Limited,121,100,6971-0009-05
04-011723-01,S/P Sn96.5/Ag3.0/Cu0.5 TLF-204-111M,TAMURA,TLF-204-111M,0.6,10076,PROVEEDORA DE AISLANTES ELECTRICOS,35,100,6971-0009-05
18107212-ALM157 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107213-ALM158,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107213-ALM158 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107213-ALM158 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0010-05
18107213-ALM158 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107213-ALM158 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107214-ALM159,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107214-ALM159 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107214-ALM159 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0010-05
18107214-ALM159 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107214-ALM159 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107215-ALM160,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107215-ALM160 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107215-ALM160 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0010-05
18107215-ALM160 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107215-ALM160 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107216-ALM161,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107216-ALM161 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107216-ALM161 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0010-05
18107216-ALM161 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107216-ALM161 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107217-ALM162,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107217-ALM162 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107217-ALM162 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0010-05
18107217-ALM162 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107217-ALM162 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107218-ALM163,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107218-ALM163 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107218-ALM163 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0010-05
18107218-ALM163 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107218-ALM163 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107219-ALM164,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107219-ALM164 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107219-ALM164 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0010-05
18107219-ALM164 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107219-ALM164 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107220-ALM165,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107220-ALM165 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107220-ALM165 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,98,100,6971-0010-05
18107220-ALM165 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107220-ALM165 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107221-ALM166,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107221-ALM166 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107221-ALM166 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,98,100,6971-0010-05
18107221-ALM166 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107221-ALM166 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107222-ALM167,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107222-ALM167 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107222-ALM167 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,98,100,6971-0010-05
18107222-ALM167 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107222-ALM167 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107223-ALM168,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107223-ALM168 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107223-ALM168 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,98,100,6971-0010-05
18107223-ALM168 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107223-ALM168 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107224-ALM169,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107224-ALM169 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107224-ALM169 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,98,100,6971-0010-05
18107224-ALM169 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107224-ALM169 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107225-ALM170,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107225-ALM170 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107225-ALM170 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,98,100,6971-0010-05
18107225-ALM170 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107225-ALM170 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107226-ALM171,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107226-ALM171 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107226-ALM171 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,98,100,6971-0010-05
18107226-ALM171 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107226-ALM171 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107227-ALM172,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0010-05
18107227-ALM172 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0010-05
18107227-ALM172 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,98,100,6971-0010-05
18107227-ALM172 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0010-05
18107227-ALM172 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0010-05
18107230-ALM103,CHIP RES;6.8R 1% 200PPM 0805 1/8W,,,4,,,84,100,6971-0010-05
18107230-ALM103 1,CHIP RES;6.8R 1% 200PPM 0805 1/8W,KOA,RK73H2ATTD6R80F,4,,,84,100,6971-0010-05
18107230-ALM103 2,CHIP RES;6.8R 1% 200PPM 0805 1/8W,YAGEO,AC0805FR-7W6R8L,4,,,84,100,6971-0010-05
18107230-ALM103 3,CHIP RES;6.8R 1% 200PPM 0805 1/8W,WALSIN,MF08P6R80FTL,4,,,84,100,6971-0010-05
18107230-ALM103 4,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VIKING,CR-05FC7---6R8,4,,,84,100,6971-0010-05
18107230-ALM103 5,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VISHAY,RCC08056R80FKEA,4,,,84,100,6971-0010-05
18107230-ALM103 6,CHIP RES;6.8R 1% 200PPM 0805 1/8W,PANASONIC,ERJ6BQF6R8V,4,,,84,100,6971-0010-05
18107231-ALM104,CHIP RES;0R +0.05R 0805 1/8W,,,4,,,84,100,6971-0010-05
18107231-ALM104 1,CHIP RES;0R +0.05R 0805 1/8W,KOA,RK73Z2ATTD,4,,,84,100,6971-0010-05
18107231-ALM104 2,CHIP RES;0R +0.05R 0805 1/8W,YAGEO,AC0805JR-100RL,4,,,84,100,6971-0010-05
18107231-ALM104 3,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,MR08X000 PTLV,4,,,84,100,6971-0010-05
18107231-ALM104 4,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,WR08X000 PTLJ,4,,,84,100,6971-0010-05
18107231-ALM104 5,CHIP RES;0R +0.05R 0805 1/8W,VIKING,CR-05JA7----0R,4,,,84,100,6971-0010-05
18107231-ALM104 6,CHIP RES;0R +0.05R 0805 1/8W,VISHAY,CRCW08050000Z0EA,4,,,84,100,6971-0010-05
18107231-ALM104 7,CHIP RES;0R +0.05R 0805 1/8W,ROHM,MCR10SEQPJ000,4,,,84,100,6971-0010-05
18107231-ALM104 8,CHIP RES;0R +0.05R 0805 1/8W,PANASONIC,ERJ6GEY0R00V,4,,,84,100,6971-0010-05
18107234-ALM107,CHIP RES;6.8R 1% 200PPM 0805 1/8W,,,4,,,84,100,6971-0010-05
18107234-ALM107 1,CHIP RES;6.8R 1% 200PPM 0805 1/8W,KOA,RK73H2ATTD6R80F,4,,,84,100,6971-0010-05
18107234-ALM107 2,CHIP RES;6.8R 1% 200PPM 0805 1/8W,YAGEO,AC0805FR-7W6R8L,4,,,84,100,6971-0010-05
18107234-ALM107 3,CHIP RES;6.8R 1% 200PPM 0805 1/8W,WALSIN,MF08P6R80FTL,4,,,84,100,6971-0010-05
18107234-ALM107 4,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VIKING,CR-05FC7---6R8,4,,,84,100,6971-0010-05
18107234-ALM107 5,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VISHAY,RCC08056R80FKEA,4,,,84,100,6971-0010-05
18107234-ALM107 6,CHIP RES;6.8R 1% 200PPM 0805 1/8W,PANASONIC,ERJ6BQF6R8V,4,,,84,100,6971-0010-05
18107235-ALM108,CHIP RES;0R +0.05R 0805 1/8W,,,4,,,84,100,6971-0010-05
18107235-ALM108 1,CHIP RES;0R +0.05R 0805 1/8W,KOA,RK73Z2ATTD,4,,,84,100,6971-0010-05
18107235-ALM108 2,CHIP RES;0R +0.05R 0805 1/8W,YAGEO,AC0805JR-100RL,4,,,84,100,6971-0010-05
18107235-ALM108 3,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,MR08X000 PTLV,4,,,84,100,6971-0010-05
18107235-ALM108 4,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,WR08X000 PTLJ,4,,,84,100,6971-0010-05
18107235-ALM108 5,CHIP RES;0R +0.05R 0805 1/8W,VIKING,CR-05JA7----0R,4,,,84,100,6971-0010-05
18107235-ALM108 6,CHIP RES;0R +0.05R 0805 1/8W,VISHAY,CRCW08050000Z0EA,4,,,84,100,6971-0010-05
18107235-ALM108 7,CHIP RES;0R +0.05R 0805 1/8W,ROHM,MCR10SEQPJ000,4,,,84,100,6971-0010-05
18107235-ALM108 8,CHIP RES;0R +0.05R 0805 1/8W,PANASONIC,ERJ6GEY0R00V,4,,,84,100,6971-0010-05
18107238-ALM111,CHIP RES;6.8R 1% 200PPM 0805 1/8W,,,4,,,84,100,6971-0010-05
18107238-ALM111 1,CHIP RES;6.8R 1% 200PPM 0805 1/8W,KOA,RK73H2ATTD6R80F,4,,,84,100,6971-0010-05
18107238-ALM111 2,CHIP RES;6.8R 1% 200PPM 0805 1/8W,YAGEO,AC0805FR-7W6R8L,4,,,84,100,6971-0010-05
18107238-ALM111 3,CHIP RES;6.8R 1% 200PPM 0805 1/8W,WALSIN,MF08P6R80FTL,4,,,84,100,6971-0010-05
18107238-ALM111 4,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VIKING,CR-05FC7---6R8,4,,,84,100,6971-0010-05
18107238-ALM111 5,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VISHAY,RCC08056R80FKEA,4,,,84,100,6971-0010-05
18107238-ALM111 6,CHIP RES;6.8R 1% 200PPM 0805 1/8W,PANASONIC,ERJ6BQF6R8V,4,,,84,100,6971-0010-05
18107239-ALM112,CHIP RES;0R +0.05R 0805 1/8W,,,4,,,84,100,6971-0010-05
18107239-ALM112 1,CHIP RES;0R +0.05R 0805 1/8W,KOA,RK73Z2ATTD,4,,,84,100,6971-0010-05
18107239-ALM112 2,CHIP RES;0R +0.05R 0805 1/8W,YAGEO,AC0805JR-100RL,4,,,84,100,6971-0010-05
18107239-ALM112 3,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,MR08X000 PTLV,4,,,84,100,6971-0010-05
18107239-ALM112 4,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,WR08X000 PTLJ,4,,,84,100,6971-0010-05
18107239-ALM112 5,CHIP RES;0R +0.05R 0805 1/8W,VIKING,CR-05JA7----0R,4,,,84,100,6971-0010-05
18107239-ALM112 6,CHIP RES;0R +0.05R 0805 1/8W,VISHAY,CRCW08050000Z0EA,4,,,84,100,6971-0010-05
18107239-ALM112 7,CHIP RES;0R +0.05R 0805 1/8W,ROHM,MCR10SEQPJ000,4,,,84,100,6971-0010-05
18107239-ALM112 8,CHIP RES;0R +0.05R 0805 1/8W,PANASONIC,ERJ6GEY0R00V,4,,,84,100,6971-0010-05
18107242-ALM115,CHIP RES;6.8R 1% 200PPM 0805 1/8W,,,4,,,84,100,6971-0010-05
18107242-ALM115 1,CHIP RES;6.8R 1% 200PPM 0805 1/8W,KOA,RK73H2ATTD6R80F,4,,,84,100,6971-0010-05
18107242-ALM115 2,CHIP RES;6.8R 1% 200PPM 0805 1/8W,YAGEO,AC0805FR-7W6R8L,4,,,84,100,6971-0010-05
18107242-ALM115 3,CHIP RES;6.8R 1% 200PPM 0805 1/8W,WALSIN,MF08P6R80FTL,4,,,84,100,6971-0010-05
18107242-ALM115 4,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VIKING,CR-05FC7---6R8,4,,,84,100,6971-0010-05
18107242-ALM115 5,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VISHAY,RCC08056R80FKEA,4,,,84,100,6971-0010-05
18107242-ALM115 6,CHIP RES;6.8R 1% 200PPM 0805 1/8W,PANASONIC,ERJ6BQF6R8V,4,,,84,100,6971-0010-05
18107243-ALM116,CHIP RES;0R +0.05R 0805 1/8W,,,4,,,84,100,6971-0010-05
18107243-ALM116 1,CHIP RES;0R +0.05R 0805 1/8W,KOA,RK73Z2ATTD,4,,,84,100,6971-0010-05
18107243-ALM116 2,CHIP RES;0R +0.05R 0805 1/8W,YAGEO,AC0805JR-100RL,4,,,84,100,6971-0010-05
18107243-ALM116 3,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,MR08X000 PTLV,4,,,84,100,6971-0010-05
18107243-ALM116 4,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,WR08X000 PTLJ,4,,,84,100,6971-0010-05
18107243-ALM116 5,CHIP RES;0R +0.05R 0805 1/8W,VIKING,CR-05JA7----0R,4,,,84,100,6971-0010-05
18107243-ALM116 6,CHIP RES;0R +0.05R 0805 1/8W,VISHAY,CRCW08050000Z0EA,4,,,84,100,6971-0010-05
18107243-ALM116 7,CHIP RES;0R +0.05R 0805 1/8W,ROHM,MCR10SEQPJ000,4,,,84,100,6971-0010-05
18107243-ALM116 8,CHIP RES;0R +0.05R 0805 1/8W,PANASONIC,ERJ6GEY0R00V,4,,,84,100,6971-0010-05
18107246-ALM119,CHIP RES;6.8R 1% 200PPM 0805 1/8W,,,4,,,84,100,6971-0010-05
18107246-ALM119 1,CHIP RES;6.8R 1% 200PPM 0805 1/8W,KOA,RK73H2ATTD6R80F,4,,,84,100,6971-0010-05
18107246-ALM119 2,CHIP RES;6.8R 1% 200PPM 0805 1/8W,YAGEO,AC0805FR-7W6R8L,4,,,84,100,6971-0010-05
18107246-ALM119 3,CHIP RES;6.8R 1% 200PPM 0805 1/8W,WALSIN,MF08P6R80FTL,4,,,84,100,6971-0010-05
18107246-ALM119 4,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VIKING,CR-05FC7---6R8,4,,,84,100,6971-0010-05
18107246-ALM119 5,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VISHAY,RCC08056R80FKEA,4,,,84,100,6971-0010-05
18107246-ALM119 6,CHIP RES;6.8R 1% 200PPM 0805 1/8W,PANASONIC,ERJ6BQF6R8V,4,,,84,100,6971-0010-05
18107247-ALM120,CHIP RES;0R +0.05R 0805 1/8W,,,4,,,84,100,6971-0010-05
18107247-ALM120 1,CHIP RES;0R +0.05R 0805 1/8W,KOA,RK73Z2ATTD,4,,,84,100,6971-0010-05
18107247-ALM120 2,CHIP RES;0R +0.05R 0805 1/8W,YAGEO,AC0805JR-100RL,4,,,84,100,6971-0010-05
18107247-ALM120 3,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,MR08X000 PTLV,4,,,84,100,6971-0010-05
18107247-ALM120 4,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,WR08X000 PTLJ,4,,,84,100,6971-0010-05
18107247-ALM120 5,CHIP RES;0R +0.05R 0805 1/8W,VIKING,CR-05JA7----0R,4,,,84,100,6971-0010-05
18107247-ALM120 6,CHIP RES;0R +0.05R 0805 1/8W,VISHAY,CRCW08050000Z0EA,4,,,84,100,6971-0010-05
18107247-ALM120 7,CHIP RES;0R +0.05R 0805 1/8W,ROHM,MCR10SEQPJ000,4,,,84,100,6971-0010-05
18107247-ALM120 8,CHIP RES;0R +0.05R 0805 1/8W,PANASONIC,ERJ6GEY0R00V,4,,,84,100,6971-0010-05
18107250-ALM123,CHIP RES;6.8R 1% 200PPM 0805 1/8W,,,4,,,84,100,6971-0010-05
18107250-ALM123 1,CHIP RES;6.8R 1% 200PPM 0805 1/8W,KOA,RK73H2ATTD6R80F,4,,,84,100,6971-0010-05
18107250-ALM123 2,CHIP RES;6.8R 1% 200PPM 0805 1/8W,YAGEO,AC0805FR-7W6R8L,4,,,84,100,6971-0010-05
18107250-ALM123 3,CHIP RES;6.8R 1% 200PPM 0805 1/8W,WALSIN,MF08P6R80FTL,4,,,84,100,6971-0010-05
18107250-ALM123 4,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VIKING,CR-05FC7---6R8,4,,,84,100,6971-0010-05
18107250-ALM123 5,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VISHAY,RCC08056R80FKEA,4,,,84,100,6971-0010-05
18107250-ALM123 6,CHIP RES;6.8R 1% 200PPM 0805 1/8W,PANASONIC,ERJ6BQF6R8V,4,,,84,100,6971-0010-05
18107251-ALM124,CHIP RES;0R +0.05R 0805 1/8W,,,4,,,84,100,6971-0010-05
18107251-ALM124 1,CHIP RES;0R +0.05R 0805 1/8W,KOA,RK73Z2ATTD,4,,,84,100,6971-0010-05
18107251-ALM124 2,CHIP RES;0R +0.05R 0805 1/8W,YAGEO,AC0805JR-100RL,4,,,84,100,6971-0010-05
18107251-ALM124 3,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,MR08X000 PTLV,4,,,84,100,6971-0010-05
18107251-ALM124 4,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,WR08X000 PTLJ,4,,,84,100,6971-0010-05
18107251-ALM124 5,CHIP RES;0R +0.05R 0805 1/8W,VIKING,CR-05JA7----0R,4,,,84,100,6971-0010-05
18107251-ALM124 6,CHIP RES;0R +0.05R 0805 1/8W,VISHAY,CRCW08050000Z0EA,4,,,84,100,6971-0010-05
18107251-ALM124 7,CHIP RES;0R +0.05R 0805 1/8W,ROHM,MCR10SEQPJ000,4,,,84,100,6971-0010-05
18107251-ALM124 8,CHIP RES;0R +0.05R 0805 1/8W,PANASONIC,ERJ6GEY0R00V,4,,,84,100,6971-0010-05
18107254-ALM127,CHIP RES;6.8R 1% 200PPM 0805 1/8W,,,4,,,84,100,6971-0010-05
18107254-ALM127 1,CHIP RES;6.8R 1% 200PPM 0805 1/8W,KOA,RK73H2ATTD6R80F,4,,,84,100,6971-0010-05
18107254-ALM127 2,CHIP RES;6.8R 1% 200PPM 0805 1/8W,YAGEO,AC0805FR-7W6R8L,4,,,84,100,6971-0010-05
18107254-ALM127 3,CHIP RES;6.8R 1% 200PPM 0805 1/8W,WALSIN,MF08P6R80FTL,4,,,84,100,6971-0010-05
18107254-ALM127 4,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VIKING,CR-05FC7---6R8,4,,,84,100,6971-0010-05
18107254-ALM127 5,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VISHAY,RCC08056R80FKEA,4,,,84,100,6971-0010-05
18107254-ALM127 6,CHIP RES;6.8R 1% 200PPM 0805 1/8W,PANASONIC,ERJ6BQF6R8V,4,,,84,100,6971-0010-05
18107255-ALM128,CHIP RES;0R +0.05R 0805 1/8W,,,4,,,84,100,6971-0010-05
18107255-ALM128 1,CHIP RES;0R +0.05R 0805 1/8W,KOA,RK73Z2ATTD,4,,,84,100,6971-0010-05
18107255-ALM128 2,CHIP RES;0R +0.05R 0805 1/8W,YAGEO,AC0805JR-100RL,4,,,84,100,6971-0010-05
18107255-ALM128 3,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,MR08X000 PTLV,4,,,84,100,6971-0010-05
18107255-ALM128 4,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,WR08X000 PTLJ,4,,,84,100,6971-0010-05
18107255-ALM128 5,CHIP RES;0R +0.05R 0805 1/8W,VIKING,CR-05JA7----0R,4,,,84,100,6971-0010-05
18107255-ALM128 6,CHIP RES;0R +0.05R 0805 1/8W,VISHAY,CRCW08050000Z0EA,4,,,84,100,6971-0010-05
18107255-ALM128 7,CHIP RES;0R +0.05R 0805 1/8W,ROHM,MCR10SEQPJ000,4,,,84,100,6971-0010-05
18107255-ALM128 8,CHIP RES;0R +0.05R 0805 1/8W,PANASONIC,ERJ6GEY0R00V,4,,,84,100,6971-0010-05
18107258-ALM131,CHIP RES;6.8R 1% 200PPM 0805 1/8W,,,4,,,84,100,6971-0010-05
18107258-ALM131 1,CHIP RES;6.8R 1% 200PPM 0805 1/8W,KOA,RK73H2ATTD6R80F,4,,,84,100,6971-0010-05
18107258-ALM131 2,CHIP RES;6.8R 1% 200PPM 0805 1/8W,YAGEO,AC0805FR-7W6R8L,4,,,84,100,6971-0010-05
18107258-ALM131 3,CHIP RES;6.8R 1% 200PPM 0805 1/8W,WALSIN,MF08P6R80FTL,4,,,84,100,6971-0010-05
18107258-ALM131 4,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VIKING,CR-05FC7---6R8,4,,,84,100,6971-0010-05
18107258-ALM131 5,CHIP RES;6.8R 1% 200PPM 0805 1/8W,VISHAY,RCC08056R80FKEA,4,,,84,100,6971-0010-05
18107258-ALM131 6,CHIP RES;6.8R 1% 200PPM 0805 1/8W,PANASONIC,ERJ6BQF6R8V,4,,,84,100,6971-0010-05
18107259-ALM132,CHIP RES;0R +0.05R 0805 1/8W,,,4,,,84,100,6971-0010-05
18107259-ALM132 1,CHIP RES;0R +0.05R 0805 1/8W,KOA,RK73Z2ATTD,4,,,84,100,6971-0010-05
18107259-ALM132 2,CHIP RES;0R +0.05R 0805 1/8W,YAGEO,AC0805JR-100RL,4,,,84,100,6971-0010-05
18107259-ALM132 3,CHIP RES;0R +0.05R 0805 1/8W,WALSIN,MR08X000 PTLV,4,,,84,100,6971-0010-05
